date,AAA,AMD,ANV,APG,ASM,AST,BCG,BID,BMP,BWE,CCL,CII,CMG,CRE,CSV,CTD,CTF,CTG,CTI,CVT,D2D,DAG,DBC,DBD,DCL,DCM,DGW,DHC,DHG,DIG,DLG,DPG,DPM,DRC,DRH,DXG,EIB,FCN,FIR,FIT,FLC,FPT,FRT,FTS,GAS,GEG,GEX,GIL,GMD,HAG,HAI,HAX,HBC,HCM,HDB,HDC,HDG,HHS,HII,HNG,HPG,HPX,HQC,HSG,HT1,HVH,HVN,IBC,IDI,IJC,IMP,ITA,JVC,KBC,KDH,KOS,KSB,LCG,LDG,LHG,MBB,MSH,MSN,MWG,NCT,NKG,NLG,NT2,NTL,NVL,OGC,PC1,PDR,PHC,PHR,PLX,PME,PNJ,POW,PPC,PTB,PVD,PVT,REE,ROS,SAB,SAM,SBT,SCR,SHI,SKG,SMB,SSI,STB,STK,SZC,SZL,TCB,TCH,TCM,TDH,TDM,TLG,TNA,TNI,TPB,TTB,TVB,VCB,VCI,VGC,VHC,VHM,VIC,VJC,VND,VNG,VNM,VPB,VPG,VPI,VRE,VSC
2015-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-06,0.014263074484944571,0.012292118582791112,0.01139601139601143,0.0,0.012698412698412653,,,0.024154589371980784,0.02729257641921401,,0.0,0.004848484848484658,0.0,,,0.0350877192982455,,0.007346938775510292,-0.008782936010037545,0.01298701298701288,-0.06564019448946523,0.01624815361890697,0.0,,-0.007788161993769416,,,-0.028469750889679735,0.0,0.007751937984496138,0.02969247083775195,,0.029152915291529302,0.0,0.016260162601626105,0.021032504780114536,0.015625,0.004590665646518888,,0.03815113719735863,0.008883248730964466,0.006571087216248772,,,-0.014612954186413951,,,-0.011583011583011449,0.027591973244146972,0.013513513513513598,0.031100478468899517,0.0,0.01804123711340222,0.02657218777679371,,-0.013546798029556606,-0.015396458814472713,0.01166489925768821,,,0.008567931456548328,,0.01365705614567525,0.0,0.006134969325153339,,,,-0.01683501683501687,-0.01439645625692132,0.0019398642095052043,0.02499999999999991,-0.011428571428571344,0.03835616438356171,0.011111111111111072,,-0.003468208092485714,0.010273972602739878,,-0.007267441860465129,0.03065693430656924,,0.012050461306721827,0.0,,0.014842300556586308,-0.027613412228796985,0.01840490797546024,0.014207650273224015,,0.013698630136986356,,0.02398800599700146,0.040723981900452344,-0.051973051010587135,,,-0.020014825796886515,,0.048056537102473484,0.04716285924834196,-0.02461899179366933,0.02977412731006157,0.017758046614872347,,,0.015772870662460692,-0.006944444444444531,0.03235747303543923,0.0,0.0027347310847765094,0.03125,0.0,0.016620498614958512,,,0.005071851225697532,,,0.018687329079307258,-0.004285714285714337,,0.0,0.0,,,,,0.06586826347305386,,,-0.019066403681788358,,0.003913043478260825,,0.040050062578222745,0.06919275123558477,0.0,,,,,0.0020807324178109265
2015-01-07,0.035937499999999956,0.0,0.06197183098591563,0.019189765458422103,0.0,,,0.030188679245283012,0.01983705278072967,,0.0,-0.02472858866103722,-0.03384615384615386,,,-0.008474576271186307,,0.028363047001620734,0.008860759493670711,-0.008974358974358942,-0.003469210754553309,-0.023255813953488413,-0.00749829584185413,,0.0,,,0.019536019536019467,-0.010471204188481686,-0.007692307692307776,0.009268795056642576,,0.0058792089791555036,0.0,-0.016000000000000014,-0.0074906367041198685,0.01538461538461533,0.00990099009900991,,-0.021201413427561877,0.008805031446540879,0.005934718100890191,,,0.014829659318637223,,,-0.002343750000000089,0.013832384052075097,0.008888888888888946,0.0610982211910287,-0.02166064981949456,-0.017721518987341867,0.012079378774805916,,0.0,-0.0031274433150898506,-0.0062893081761005165,,,-0.008495145631068013,,-0.013473053892215536,0.008830022075055233,0.06794425087108014,,,,0.017123287671233056,0.006741573033707926,0.012100677637947754,-0.024390243902438935,0.01734104046242768,-0.01846965699208436,0.004120879120879106,,0.016241299303944468,-0.01016949152542379,,-0.014641288433382083,0.00708215297450443,,0.0,-0.01858612678393623,,-0.034734917733089454,0.0,0.04718875502008024,0.007543103448275801,,-0.04054054054054068,,0.007320644216691097,-0.03913043478260869,0.01624365482233503,,,0.0,,-0.02090357383681729,-0.0450387051372273,0.0,-0.006979062811565129,-0.010359869138495181,,,0.01552795031055898,-0.00815850815850816,-0.0313432835820896,0.040723981900452344,0.033636363636363464,0.0,-0.0035260930888574293,0.006130790190735702,,,0.0,,,0.0031319910514542304,0.0,,0.019399249061326618,0.07009345794392519,,,,,-0.011668107173725129,,,0.002680965147453085,,-0.0017323516673883876,,0.0,-0.036209553158705776,0.02100161550888524,,,,,0.005813953488372103
2015-01-08,-0.02111613876319751,0.0,0.037135278514588865,-0.01882845188284521,-0.012539184952978122,,,0.0,0.0,,-0.01707317073170722,-0.019789734075448484,0.011146496815286566,,,0.0,,-0.02048857368006307,-0.05520702634880792,-0.0077619663648125226,0.015665796344647598,0.0,0.004120879120879106,,-0.010204081632653073,,,0.023952095808383422,0.0,0.0,-0.019387755102040938,,-0.0058448459086077875,0.0,0.0,-0.013207547169811207,-0.007575757575757569,-0.02413273001508298,,-0.03754512635379059,-0.03491271820448871,-0.010029498525073621,,,0.007109004739336511,,,-0.0109631949882536,0.006420545746388395,-0.017621145374449254,-0.04008746355685133,0.0,-0.015463917525773252,-0.0059676044330776445,,-0.027465667915106073,-0.06039215686274502,0.0,,,0.0,,-0.01365705614567525,0.002188183807439792,-0.004893964110929905,,,,-0.008417508417508546,-0.014508928571428603,-0.011956001912960312,-0.012499999999999956,-0.02840909090909094,-0.012096774193548487,-0.004103967168262557,,0.003424657534246478,0.010273972602739878,,0.0,0.00843881856540074,,0.0,0.009469056476158366,,0.0359848484848484,0.0,0.01342281879194629,-0.021390374331550777,,-0.05633802816901401,,-0.007267441860465129,-0.018099547511312264,-0.03496503496503489,,,-0.0022692889561272134,,-0.02892561983471076,0.028002947678702927,0.0,-0.015060240963855498,-0.011019283746556474,,,0.007645259938837912,0.008225616921269108,-0.02157164869029282,-0.01304347826086949,0.0518909410729993,-0.024033437826541326,0.0,0.01083276912660791,,,0.0,,,-0.015165031222123204,0.0,,0.0,0.06768558951965065,,,,,0.029733275032794104,,,0.0,,0.006073752711496683,,-0.01564380264741283,0.029576338928857027,0.005010548523206593,,,,,-0.007844756399669639
2015-01-09,-0.02003081664098616,0.0,-0.007672634271099765,0.0,0.012698412698412653,,,0.06593406593406592,0.006599513720041639,,0.0,-0.0050473186119873725,0.012598425196850505,,,0.0512820512820511,,0.028157683024939706,0.009296148738379806,0.011734028683181297,-0.005998286203941716,0.0,0.006839945280437965,,0.011895321173671647,,,-0.018713450292397682,0.0,0.007751937984496138,0.019771071800208206,,0.018706574024585754,0.0,0.03252032520325199,0.01338432122370925,0.022900763358778775,0.03477588871715609,,-0.006001500375093727,0.018087855297157507,0.008343265792610355,,,0.06490196078431376,,,0.005542359461599311,0.013556618819776878,0.022421524663677195,0.01746393318147299,0.022140221402213944,0.03403141361256545,0.00943396226415083,,0.0,0.05175292153589317,0.0,,,0.01835985312117505,,0.013846153846153841,-0.004366812227074357,0.04262295081967227,,,,0.035653650254668934,0.0,0.012100677637947754,0.025316455696202445,0.011695906432748426,0.00612244897959191,0.009615384615384581,,-0.0034129692832763903,0.011864406779660941,,0.0,0.051603905160390484,,0.0,0.018760469011725345,0.0666819431714023,0.0,0.0,-0.004730368968779652,0.0,,-0.059701492537313494,,0.0,0.05990783410138234,0.0,,,-0.023502653525397932,,-0.0035460992907800915,0.06379928315412187,0.05048076923076916,0.022426095820591074,0.007242339832868927,,,0.007587253414264028,-0.03146853146853146,0.022047244094488327,-0.013215859030836885,0.0025083612040133207,0.0,0.010615711252653925,0.022103148024112507,,,0.010933557611437994,,,0.015398550724637916,0.0,,0.009821976672805377,0.0,,,,,0.0662420382165605,,,-0.008021390374331583,,-0.00431220353600692,,0.02444987775061147,-0.06444099378881984,0.04565730779323007,,,,,0.027881814398668325
2015-01-12,-0.029874213836478036,-0.00642857142857145,-0.010309278350515427,-0.021321961620469176,-0.045454545454545414,,,0.06872852233676974,-0.006556245686680562,,0.0,-0.010779961953075401,-0.01244167962674958,,,-0.016260162601626105,,0.014084507042253724,0.02894736842105261,-0.01675257731958757,-0.0034482758620688614,0.038690476190476275,-0.017663043478260865,,-0.011755485893416906,,,-0.014302741358760529,-0.016068979031942043,-0.023076923076922995,-0.019387755102040938,,-0.01836306400839438,-0.009225092250922495,-0.015748031496062964,-0.013207547169811207,-0.007462686567164201,-0.014189693801344383,,0.017358490566037776,-0.027918781725888242,0.005910165484633412,,,0.0673909040692322,,,0.0,-0.02596380802517706,-0.021929824561403466,-0.06417910447761199,0.0,-0.017721518987341867,-0.01869158878504662,,0.05006418485237485,-0.015873015873015817,0.0,,,0.0,,-0.01365705614567525,-0.004385964912280604,-0.01493710691823913,,,,-0.042622950819672045,-0.014722536806342057,0.01865136298421821,-0.012345679012345623,-0.011560693641618491,-0.01284651791751179,0.0,,0.0,-0.03350083752093802,,0.0,-0.007957559681697535,,0.011906976744185949,0.008878658336073597,0.06251342642320101,0.0,-0.011156186612576002,-0.0038022813688212143,-0.007650273224043769,,-0.04761904761904756,,0.007320644216691097,-0.03913043478260869,0.019668737060041463,,,0.005434782608695565,,-0.029893238434163694,0.00876010781671166,-0.008009153318077833,-0.02891326021934193,0.007190265486725744,,,-0.04518072289156627,0.008423586040914532,-0.01078582434514641,-0.0267857142857143,-0.008340283569641338,0.0,-0.01050420168067212,0.026867627785059023,,,-0.01081530782029938,,,-0.027653880463871627,-0.015781922525107572,,0.0,-0.002044989775051076,,,,,0.008363201911589124,,,0.005390835579514919,,-0.01039411000433077,,-0.00835322195704058,0.06887966804979251,-0.029109159347553426,,,,,-0.009716599190283337
2015-01-13,0.02269043760129663,0.01294033069734013,0.0,0.061002178649237626,0.011494252873563315,,,0.05787781350482324,0.006599513720041639,,0.0,-0.015384615384615441,0.012598425196850505,,,0.0,,0.05401234567901225,0.0,0.017038007863696025,-0.002595155709342656,0.007163323782234832,0.0435684647302903,,0.00793021411578132,,,0.0338573155985491,0.005377414857598017,0.023622047244094446,0.0,,0.034206306787814,0.0,0.03400000000000003,0.021032504780114536,0.007518796992481258,0.0,,-0.017062314540059353,-0.009138381201044377,0.00235017626321965,,,0.01914783508711393,,,-0.0031496062992125706,0.01696284329563813,0.04035874439461873,-0.04465709728867617,0.036101083032491044,0.005154639175257714,0.0034632034632033903,,0.0672371638141811,0.04758064516129035,0.02320675105485215,,,0.0,,0.0,-0.0022026431718060735,-0.02154828411811649,,,,-0.010273972602739656,0.008045977011494232,0.0,0.0,-0.023391812865497186,0.019178082191780854,0.014965986394557929,,0.017123287671232834,0.012131715771230622,,-0.007429420505200679,0.021390374331550666,,0.0,0.04563233376792697,0.06874241811564907,0.0,0.011282051282051286,-0.031488549618320594,0.014317180616740144,,0.06666666666666665,,-0.007267441860465129,0.040723981900452344,0.0,,,0.007722007722007929,,0.04622157006603067,0.008684034736138768,-0.016147635524798254,0.007186858316221789,0.007138934651290452,,,0.023659305993690927,-0.00835322195704058,-0.010903426791277315,0.0,0.00420521446593769,0.0,0.0,-0.010210593490746711,,,0.0,,,0.0032110091743118296,0.005830903790087438,,0.00911854103343468,-0.055327868852458884,,,,,-0.005529225908372903,,,0.022117962466488006,,-0.003938730853391692,,0.008423586040914532,0.0,0.01990178340656512,,,,,0.009811937857726827
2015-01-14,0.0,-0.0063875088715400485,-0.02864583333333326,-0.0574948665297742,0.011363636363636465,,,-0.006079027355623157,-0.006556245686680562,,0.0,0.04231770833333348,0.05754276827371707,,,0.0,,-0.0065885797950219205,-0.019181585677749413,-0.020618556701030966,-0.015611448395490002,-0.007112375533428139,0.0,,-0.010228166797797034,,,0.0,0.010895404120443875,0.00659340659340657,0.019771071800208206,,-0.011886304909560774,-0.008938547486033621,-0.03288201160541582,0.0074906367041198685,-0.022388059701492602,-0.005303030303030143,,0.0,0.00922266139657446,-0.0023446658851112856,,,-0.037406905890318254,,,-0.0023696682464454666,-0.013502779984114421,0.004310344827586299,-0.025876460767946585,0.0,0.007692307692307665,0.03796376186367545,,-0.05727376861397482,-0.003079291762894565,-0.01134020618556697,,,0.0,,0.0,0.0,0.03262642740619914,,,,0.0,0.0068415051311288,0.014084507042253502,0.0,0.04790419161676662,0.006720430107526765,0.0,,0.0,0.0,,0.0,-0.01308900523560208,,-0.005883434454863057,0.034912718204488824,0.06413166855845631,0.06215722120658129,0.0,0.04137931034482767,0.021715526601520097,,-0.03125,,0.013177159590043841,0.0,-0.019289340101522834,,,0.013026819923371624,,-0.014726507713884951,-0.017218543046357615,-0.016412661195779554,0.0,0.014176663031624903,,,0.007704160246533087,0.0,0.022047244094488327,0.013761467889908063,-0.00670016750418756,0.0,0.010615711252653925,-0.01611863313990969,,,-0.005046257359125339,,,0.0032007315957933713,0.017391304347825987,,0.0,0.021691973969631073,,,,,0.010722795869737789,,,-0.007868852459016362,,0.0,,-0.015513126491646823,0.0,-0.00963000506842382,,,,,0.0
2015-01-15,-0.007923930269413626,0.0,0.018766756032171594,0.04139433551198257,0.024077046548956593,,,0.006116207951070374,0.0,,-0.01985111662531014,0.0,0.0,,,0.0,,-0.012527634487840777,0.019556714471968828,0.05657894736842106,0.006167400881057272,0.0,0.031146454605699203,,-0.007949125596184436,,,0.004678362573099282,-0.010777973740936808,0.0,0.01836734693877551,,-0.009414225941422605,0.00901916572717032,0.016000000000000014,0.013011152416356975,0.0,0.029702970297029507,,0.006037735849056647,0.02872062663185382,0.00235017626321965,,,0.013012132934763443,,,0.0,0.009661835748792313,0.008583690987124415,0.0,0.0,0.0050890585241729624,0.011637572734829682,,-0.04617253948967204,-0.027027027027026973,0.005213764337852034,,,0.0,,0.013846153846153841,0.0,-0.010268562401263837,,,,0.01038062283737018,-0.006795016987542479,0.02268518518518503,0.0,0.017142857142857126,0.01869158878504673,0.0,,0.0,0.0,,0.014970059880239583,0.0,,-0.0059182541150361034,0.008132530120481762,0.06044444444444452,-0.0068846815834767705,-0.011156186612576002,0.04919583727530741,0.02125398512221044,,0.032258064516129004,,0.005780346820809301,-0.017391304347826098,0.0,,,-0.02571860816944027,,0.003558718861209842,0.0,0.04171632896305133,0.06625891946992857,0.0069892473118278176,,,0.007645259938837912,-0.008423586040914643,0.010785824345146189,0.0,-0.001686340640809414,0.024625267665952855,0.007703081232493192,0.0,,,0.01606086221470826,,,0.009115770282588809,0.0,,0.009638554216867545,0.0,,,,,-0.015717092337917404,,,0.007931262392597338,,0.0061511423550086874,,0.023030303030302957,-0.06444099378881984,-0.009979529170931478,,,,,-0.019433198380566785
2015-01-16,0.0,-0.00642857142857145,0.0,0.09623430962343105,-0.012539184952978122,,,-0.012158054711246202,0.0,,0.020253164556962133,-0.014990630855715281,0.02205882352941191,,,-0.008264462809917328,,0.005970149253731405,0.0,-0.01743462017434616,0.009632224168126147,0.0,-0.016709511568123392,,-0.028846153846153966,,,0.00465657741559955,-0.005348652931854159,0.022925764192139653,0.054108216432865675,,-0.006335797254487963,0.0,-0.049212598425196874,0.007339449541284404,-0.007633587786259555,0.014053254437869978,,0.005251312828207011,0.008883248730964466,-0.004103165298944944,,,-0.012844992188856152,,,0.011084718923198622,-0.009569377990430561,-0.021276595744680882,0.06512425021422441,0.0,-0.012658227848101333,0.006573541495480617,,0.020382165605095537,-0.058730158730158744,-0.016597510373444035,,,-0.018028846153846145,,0.0,0.004415011037527394,0.010375099760574713,,,,-0.010273972602739656,0.0068415051311288,0.040289723856948845,0.0,0.028089887640449396,0.0,0.0,,0.0,0.0,,-0.02212389380530977,-0.021220159151193685,,0.005953488372093085,-0.03316402748730207,-0.040737636211232164,0.012131715771230622,-0.011282051282051175,-0.017132551848512145,0.0,,-0.01562500000000011,,0.0,0.0,0.0,,,0.0,,0.0,-0.025606469002695365,-0.008009153318077833,-0.021032504780114758,-0.010678056593699914,,,-0.007587253414264028,-0.00728155339805836,-0.010670731707317027,0.0,0.0016891891891892552,0.0,0.0,-0.005242463958060273,,,0.0,,,0.003161698283649539,0.0,,0.018496420047732665,0.0,,,,,-0.013572854291417191,,,0.02885245901639344,,-0.0021834061135369565,,0.0,-0.04647302904564321,0.0,,,,,0.0
